week,date,away,away_score,home,home_score,neutral,away_state,home_state
1,2026-08-21,Harrison Central (Cadiz),0,Claymont (Uhrichsville),43,0,,
1,2026-08-21,Caldwell (Caldwell),28,Buckeye Trail (Lore City),0,0,,
1,2026-08-21,Canal Winchester (Canal Winchester),27,Grove City (Grove City),28,0,,
1,2026-08-21,Carey (Carey),7,Marion Local (Maria Stein),34,0,,
1,2026-08-21,Archbishop Carroll (Dayton),6,Stebbins (Riverside),41,0,,
1,2026-08-21,Carrollton (Carrollton),10,East Liverpool (East Liverpool),19,0,,
1,2026-08-21,Catholic Central (Springfield),8,National Trail (New Paris),53,0,,
1,2026-08-21,Cedarville (Cedarville),0,Cincinnati College Prep (Cincinnati),30,0,,
1,2026-08-21,Centennial (Columbus),18,Grandview Heights (Columbus),26,0,,
1,2026-08-21,Centerburg (Centerburg),35,Utica (Utica),14,0,,
1,2026-08-21,Centerville (Centerville),14,Lakota East (Liberty Township),41,0,,
1,2026-08-21,Canton Central Catholic (Canton),7,Perry (Massillon),42,0,,
1,2026-08-21,Toledo Christian (Toledo),26,Hardin Northern (Dola),6,0,,
1,2026-08-21,Chagrin Falls (Chagrin Falls),14,Jefferson Area (Jefferson),7,0,,
1,2026-08-21,Chaminade Julienne (Dayton),14,Miamisburg (Miamisburg),44,0,,
1,2026-08-21,Cincinnati Country Day (Cincinnati),30,Summit Country Day (Cincinnati),26,0,,
1,2026-08-21,Cincinnati Hills Christian Academy (Cincinnati),28,Bishop Fenwick (Franklin),26,0,,
1,2026-08-21,Circleville (Circleville),0,Chillicothe (Chillicothe),34,0,,
1,2026-08-21,Clear Fork (Bellville),28,Granville (Granville),14,0,,
1,2026-08-21,Cleveland Central Catholic (Cleveland),24,Hawken (Gates Mills),29,0,,
1,2026-08-21,Clinton-Massie (Clarksville),17,Waynesville (Waynesville),20,0,,
1,2026-08-21,Cloverleaf (Seville),10,Buckeye (Medina),6,0,,
1,2026-08-21,Clyde (Clyde),0,Bellevue (Bellevue),42,0,,
1,2026-08-21,Columbiana (Columbiana),27,Lowellville (Lowellville),24,0,,
1,2026-08-21,Conneaut (Conneaut),20,Cuyahoga Heights (Cuyahoga Heights),13,0,,
1,2026-08-21,Coventry (Coventry Twp),0,Girard (Girard),47,0,,
1,2026-08-21,Crestline (Crestline),7,Buckeye Central (New Washington),35,0,,
1,2026-08-21,Crestview (Columbiana),14,Beaver Local (East Liverpool),35,0,,
1,2026-08-21,Crestwood (Mantua),8,Mogadore (Mogadore),31,0,,
1,2026-08-21,Cuyahoga Valley Christian Academy (Cuyahoga Falls),7,Brecksville-Broadview Heights (Broadview Heights),16,0,,
1,2026-08-21,Dalton (Dalton),12,Danville (Danville),48,0,,
1,2026-08-21,Defiance (Defiance),9,Napoleon (Napoleon),8,0,,
1,2026-08-21,Delta (Delta),47,Ayersville (Defiance),0,0,,
1,2026-08-21,Dublin Coffman (Dublin),51,Bishop Hartley (Columbus),27,0,,
1,2026-08-21,Dublin Scioto (Dublin),28,Thomas Worthington (Worthington),30,0,,
1,2026-08-21,Dunbar (Dayton),32,Briggs (Columbus),23,0,,
1,2026-08-21,Youngstown (Youngstown),13,Boardman (Youngstown),10,0,,
1,2026-08-21,East Canton (East Canton),6,Chippewa (Doylestown),23,0,,
1,2026-08-21,East Knox (Howard),19,Northridge (Johnstown),14,0,,
1,2026-08-21,Eastmoor Academy (Columbus),0,Bishop Ready (Columbus),41,0,,
1,2026-08-21,Eastwood (Pemberville),28,Kenton (Kenton),20,0,,
1,2026-08-21,Edgerton (Edgerton),7,Edon (Edon),40,0,,
1,2026-08-21,Edgewood (Trenton),20,Oak Hills (Cincinnati),49,0,,
1,2026-08-21,Edison (Milan),21,Patrick Henry (Hamler),42,0,,
1,2026-08-21,Edison (Richmond),21,Coshocton (Coshocton),24,0,,
1,2026-08-21,Elgin (Marion),29,Arlington (Arlington),8,0,,
1,2026-08-21,Elida (Elida),48,Rogers (Toledo),6,0,,
1,2026-08-21,Ellet (Akron),0,Tallmadge (Tallmadge),21,0,,
1,2026-08-21,Elmwood (Bloomdale),41,Lakota (Kansas),30,0,,
1,2026-08-21,Elyria (Elyria),10,Mayfield (Mayfield),55,0,,
1,2026-08-21,Euclid (Euclid),14,Brush (Lyndhurst),6,0,,
1,2026-08-21,Evergreen (Metamora),6,Jefferson (Delphos),34,0,,
1,2026-08-21,Fairview (Fairview Park),0,West Geauga (Chesterland),27,0,,
1,2026-08-21,Federal Hocking (Stewart),32,Green (Franklin Furnace),38,0,,
1,2026-08-21,Firestone (Akron),6,Barberton (Barberton),41,0,,
1,2026-08-21,Fisher Catholic (Lancaster),28,Belpre (Belpre),19,0,,
1,2026-08-21,Fort Recovery (Fort Recovery),35,Ponitz Tech (Dayton),14,0,,
1,2026-08-21,Franklin Heights (Columbus),9,West (Columbus),14,0,,
1,2026-08-21,Fredericktown (Fredericktown),7,Highland (Marengo),28,0,,
1,2026-08-21,Fremont Ross (Fremont),0,Tiffin Columbian (Tiffin),1,0,,
1,2026-08-21,Galion (Galion),12,St Marys Memorial (St Marys),36,0,,
1,2026-08-21,Gallia Academy (Gallipolis),7,Boyd County (Ashland),46,0,,KY
1,2026-08-21,Garfield Heights (Garfield Heights),27,Canfield (Canfield),24,0,,
1,2026-08-21,Geneva (Geneva),21,Shaker Heights (Shaker Heights),28,0,,
1,2026-08-21,Genoa Area (Genoa),7,Archbold (Archbold),38,0,,
1,2026-08-21,GlenOak (Canton),21,Dover (Dover),36,0,,
1,2026-08-21,Glenville (Cleveland),18,Massillon Washington (Massillon),31,0,,
1,2026-08-21,Goshen (Goshen),40,Reading (Reading),0,0,,
1,2026-08-21,Green (Uniontown),13,Indian Valley (Gnadenhutten),42,0,,
1,2026-08-21,Greeneview (Jamestown),35,Blanchester (Blanchester),28,0,,
1,2026-08-21,Greenville (Greenville),7,Eaton (Eaton),21,0,,
1,2026-08-21,Hamilton (Hamilton),7,Badin (Hamilton),33,0,,
1,2026-08-21,Hamilton Township (Columbus),14,Whitehall-Yearling (Whitehall),13,0,,
1,2026-08-21,Warren G Harding (Warren),0,Canton McKinley (Canton),33,0,,
1,2026-08-21,Harrison (Harrison),35,Milford (Milford),0,0,,
1,2026-08-21,Delaware Hayes (Delaware),21,Buckeye Valley (Delaware),7,0,,
1,2026-08-21,Heath (Heath),21,Philo (Duncan Falls),50,0,,
1,2026-08-21,Hicksville (Hicksville),7,Hilltop (West Unity),12,0,,
1,2026-08-21,Hilliard Bradley (Hilliard),7,Big Walnut (Sunbury),32,0,,
1,2026-08-21,Hilliard Darby (Hilliard),20,Lancaster (Lancaster),15,0,,
1,2026-08-21,Hillsboro (Hillsboro),13,Western Brown (Mount Orab),49,0,,
1,2026-08-21,Holy Name (Parma Heights),52,Normandy (Parma),6,0,,
1,2026-08-21,Hubbard (Hubbard),7,Brookfield (Brookfield),14,0,,
1,2026-08-21,Hudson (Hudson),24,Austintown-Fitch (Austintown),19,0,,
1,2026-08-21,Hughes (Cincinnati),53,Batavia (Batavia),38,0,,
1,2026-08-21,Huntington (Chillicothe),27,Newark Catholic (Newark),28,0,,
1,2026-08-21,Huron (Huron),7,Oak Harbor (Oak Harbor),42,0,,
1,2026-08-21,Independence (Independence),7,Columbia (Columbia Station),56,0,,
1,2026-08-21,Indian Hill (Cincinnati),35,Roger Bacon (St Bernard),14,0,,
1,2026-08-21,John Adams (Cleveland),42,Woodward (Toledo),8,0,,
1,2026-08-21,John F Kennedy (Cleveland),0,Rittman (Rittman),52,0,,
1,2026-08-21,John Hay (Cleveland),6,Orange (Pepper Pike),26,0,,
1,2026-08-21,Kenston (Chagrin Falls),26,Solon (Solon),9,0,,
1,2026-08-21,Kenton Ridge (Springfield),24,Graham Local (St Paris),34,0,,
1,2026-08-21,Lake (Millbury),13,Hopewell-Loudon (Bascom),49,0,,
1,2026-08-21,Lake Catholic (Mentor),7,Cardinal Mooney (Youngstown),41,0,,
1,2026-08-21,La Salle (Cincinnati),30,Colerain (Cincinnati),21,0,,
1,2026-08-21,Lexington (Lexington),7,Ontario (Ontario),35,0,,
1,2026-08-21,Liberty-Benton (Findlay),7,Ottawa-Glandorf (Ottawa),52,0,,
1,2026-08-21,Liberty Union (Baltimore),12,Monroe Central (Woodsfield),33,0,,
1,2026-08-21,Licking Heights (Pataskala),12,Newark (Newark),16,0,,
1,2026-08-21,Linden McKinley (Columbus),20,Bexley (Columbus),0,0,,
1,2026-08-21,Logan Elm (Circleville),27,Zane Trace (Chillicothe),46,0,,
1,2026-08-21,Lorain (Lorain),28,Maple Heights (Maple Heights),48,0,,
1,2026-08-21,Loudonville (Loudonville),41,Mapleton (Ashland),14,0,,
1,2026-08-21,Lutheran West (Rocky River),13,Elyria Catholic (Elyria),47,0,,
1,2026-08-21,Madeira (Cincinnati),47,Shroder (Cincinnati),8,0,,
1,2026-08-21,Madison (Middletown),13,Preble Shawnee (Camden),20,0,,
1,2026-08-21,Madison Comprehensive (Mansfield),0,Shelby (Shelby),54,0,,
1,2026-08-21,Madison-Plains (London),39,Westfall (Williamsport),6,0,,
1,2026-08-21,Manchester (Manchester),0,Fayetteville (Fayetteville),36,0,,
1,2026-08-21,Mansfield Senior (Mansfield),6,Hilliard Davidson (Hilliard),30,0,,
1,2026-08-21,Mariemont (Cincinnati),33,Clermont Northeastern (Batavia),0,0,,
1,2026-08-21,Marietta (Marietta),32,Morgan (McConnelsville),35,0,,
1,2026-08-21,Marlington (Alliance),31,Warrensville Heights (Warrensville Heights),6,0,,
1,2026-08-21,Martins Ferry (Martins Ferry),42,Mount Gilead (Mount Gilead),19,0,,
1,2026-08-21,Marysville (Marysville),9,Westerville North (Westerville),31,0,,
1,2026-08-21,Mason (Mason),0,Springboro (Springboro),33,0,,
1,2026-08-21,Maumee (Maumee),14,Springfield (Holland),20,0,,
1,2026-08-21,Maysville (Zanesville),13,Zanesville (Zanesville),30,0,,
1,2026-08-21,McClain (Greenfield),37,Adena (Frankfort),8,0,,
1,2026-08-21,Niles McKinley (Niles),12,Howland (Warren),26,0,,
1,2026-08-21,Meadowbrook (Byesville),22,Tri-Valley (Dresden),56,0,,
1,2026-08-21,Medina (Medina),7,Findlay (Findlay),27,0,,
1,2026-08-21,Miami East (Casstown),48,Dayton Christian (Miamisburg),13,0,,
1,2026-08-21,Miami Valley Christian Academy (Cincinnati),40,East Clinton (Sabina),0,0,,
1,2026-08-21,Middletown (Middletown),3,Elder (Cincinnati),35,0,,
1,2026-08-21,Millersport (Millersport),14,Sciotoville Community (Portsmouth),0,0,,
1,2026-08-21,Milton-Union (West Milton),12,Carlisle (Carlisle),43,0,,
1,2026-08-21,Mineral Ridge (Mineral Ridge),49,Pymatuning Valley (Andover),7,0,,
1,2026-08-21,Minford (Minford),20,Rock Hill (Ironton),49,0,,
1,2026-08-21,Minster (Minster),27,Fort Loramie (Fort Loramie),17,0,,
1,2026-08-21,Mississinawa Valley (Union City),0,Waynesfield-Goshen (Waynesfield),32,0,,
1,2026-08-21,Mohawk (Sycamore),20,Margaretta (Castalia),30,0,,
1,2026-08-21,Monroe (Monroe),39,Loveland (Loveland),6,0,,
1,2026-08-21,Monroeville (Monroeville),14,McComb (McComb),48,0,,
1,2026-08-21,Mount Vernon (Mount Vernon),17,Marion Harding (Marion),21,0,,
1,2026-08-21,New Albany (New Albany),17,London (London),14,0,,
1,2026-08-21,Newcomerstown (Newcomerstown),32,Crooksville (Crooksville),20,0,,
1,2026-08-21,New Lexington (New Lexington),33,Fairfield Union (Lancaster),14,0,,
1,2026-08-21,New London (New London),7,Woodmore (Elmore),61,0,,
1,2026-08-21,New Miami (Hamilton),0,Dixie (New Lebanon),28,0,,
1,2026-08-21,New Philadelphia (New Philadelphia),10,Louisville (Louisville),20,0,,
1,2026-08-21,Newton Falls (Newton Falls),56,Wellsville (Wellsville),13,0,,
1,2026-08-21,Nordonia (Macedonia),49,St Vincent-St Mary (Akron),7,0,,
1,2026-08-21,North (Akron),12,Champion (Warren),39,0,,
1,2026-08-21,North (Eastlake),51,North Olmsted (North Olmsted),17,0,,
1,2026-08-21,North Baltimore (North Baltimore),44,Bucyrus (Bucyrus),12,0,,
1,2026-08-21,Northeastern (South Vienna),0,Urbana (Urbana),49,0,,
1,2026-08-21,Northland (Columbus),6,Columbus Academy (Gahanna),36,0,,
1,2026-08-21,Northmont (Clayton),17,Lebanon (Lebanon),38,0,,
1,2026-08-21,North Ridgeville (North Ridgeville),14,Lake (Uniontown),20,0,,
1,2026-08-21,Northwestern (West Salem),54,Crestview (Ashland),14,0,,
1,2026-08-21,Norwayne (Creston),21,Keystone (La Grange),36,0,,
1,2026-08-21,Notre Dame-Cathedral Latin (Chardon),42,Struthers (Struthers),16,0,,
1,2026-08-21,Olentangy Liberty (Powell),12,St Edward (Lakewood),15,0,,
1,2026-08-21,Olmsted Falls (Olmsted Falls),17,Mentor (Mentor),38,0,,
1,2026-08-21,Orrville (Orrville),14,Wooster (Wooster),7,0,,
1,2026-08-21,Olentangy Orange (Lewis Center),6,Olentangy Berlin (Delaware),21,0,,
1,2026-08-21,Ottawa Hills (Toledo),62,Vanlue (Vanlue),8,0,,
1,2026-08-21,Paint Valley (Bainbridge),0,Valley (Lucasville),41,0,,
1,2026-08-21,Paulding (Paulding),18,Crestview (Convoy),6,0,,
1,2026-08-21,Perry (Perry),39,Madison (Madison),7,0,,
1,2026-08-21,Perrysburg (Perrysburg),42,Bowling Green (Bowling Green),0,0,,
1,2026-08-21,Pickerington Central (Pickerington),3,Gahanna Lincoln (Gahanna),35,0,,
1,2026-08-21,Pickerington North (Pickerington),31,Troy (Troy),14,0,,
1,2026-08-21,Piqua (Piqua),13,Lima Senior (Lima),42,0,,
1,2026-08-21,Pleasant (Marion),7,North Union (Richwood),49,0,,
1,2026-08-21,Plymouth (Plymouth),29,Windham (Windham),20,0,,
1,2026-08-21,Portsmouth (Portsmouth),0,Wheelersburg (Wheelersburg),63,0,,
1,2026-08-21,Portsmouth West (West Portsmouth),19,Fairland (Proctorville),13,0,,
1,2026-08-21,Ravenna (Ravenna),28,Field (Mogadore),7,0,,
1,2026-08-21,Reynoldsburg (Reynoldsburg),23,Whitmer (Toledo),42,0,,
1,2026-08-21,Rhodes (Cleveland),7,Firelands (Oberlin),21,0,,
1,2026-08-21,Richmond Heights (Richmond Heights),44,Beachwood (Beachwood),8,0,,
1,2026-08-21,Ridgedale (Morral),2,Triad (North Lewisburg),40,0,,
1,2026-08-21,Ridgemont (Mt Victory),6,Riverdale (Mt Blanchard),30,0,,
1,2026-08-21,Ridgewood (West Lafayette),14,Fort Frye (Beverly),19,0,,
1,2026-08-21,Riverside (Painesville),14,Steubenville (Steubenville),35,0,,
1,2026-08-21,River View (Warsaw),0,Tri-County North (Lewisburg),62,0,,
1,2026-08-21,Rocky River (Rocky River),28,Manchester (New Franklin),7,0,,
1,2026-08-21,Kent Roosevelt (Kent),22,Twinsburg (Twinsburg),19,0,,
1,2026-08-21,Ross (Hamilton),3,Wyoming (Cincinnati),28,0,,
1,2026-08-21,Rossford (Rossford),24,Northwood (Northwood),27,0,,
1,2026-08-21,St Bernard-Elmwood Place (St Bernard),18,Northridge (Dayton),13,0,,
1,2026-08-21,St Charles (Columbus),42,Central Crossing (Grove City),7,0,,
1,2026-08-21,St Francis de Sales (Toledo),46,Waite (Toledo),21,0,,
1,2026-08-21,St Henry (St Henry),35,Celina (Celina),38,0,,
1,2026-08-21,St John School (Ashtabula),0,Edgewood (Ashtabula),33,0,,
1,2026-08-21,Villa Angela-St Joseph (Cleveland),41,Perkins (Sandusky),44,0,,
1,2026-08-21,St Paul (Norwalk),0,Port Clinton (Port Clinton),35,0,,
1,2026-08-21,St Thomas Aquinas (Louisville),14,Strasburg-Franklin (Strasburg),43,0,,
1,2026-08-21,St Xavier (Cincinnati),7,Lakota West (West Chester),20,0,,
1,2026-08-21,Salem (Salem),21,Poland Seminary (Poland),17,0,,
1,2026-08-21,Seneca East (Attica),44,Gibsonburg (Gibsonburg),26,0,,
1,2026-08-21,Shadyside (Shadyside),49,East Palestine (East Palestine),13,0,,
1,2026-08-21,Shaw (East Cleveland),40,Clearview (Lorain),30,0,,
1,2026-08-21,Shawnee (Springfield),12,Greenon (Enon),13,0,,
1,2026-08-21,Sheridan (Thornville),13,Licking Valley (Newark),28,0,,
1,2026-08-21,Smithville (Smithville),21,Tuslaw (Massillon),14,0,,
1,2026-08-21,Canton South (Canton),6,Garaway (Sugarcreek),20,0,,
1,2026-08-21,South (Columbus),42,Mifflin (Columbus),6,0,,
1,2026-08-21,South (Willoughby),34,Cuyahoga Falls (Cuyahoga Falls),0,0,,
1,2026-08-21,South Central (Greenwich),12,Willard (Willard),16,0,,
1,2026-08-21,Southeastern (Chillicothe),28,Fairfield Christian Academy (Lancaster),0,0,,
1,2026-08-21,South Gallia (Crown City),32,Southern (Racine),30,0,,
1,2026-08-21,South Point (South Point),30,Eastern (Beaver),27,0,,
1,2026-08-21,South Range (Canfield),46,Padua Franciscan (Parma),7,0,,
1,2026-08-21,Springfield (Akron),3,Waterloo (Atwater),8,0,,
1,2026-08-21,Springfield (New Middletown),33,Lakeview (Cortland),10,0,,
1,2026-08-21,Start (Toledo),34,Norwalk (Norwalk),17,0,,
1,2026-08-21,Amherst Steele (Amherst),42,Sandusky (Sandusky),16,0,,
1,2026-08-21,Stow-Munroe Falls (Stow),34,Aurora (Aurora),36,0,,
1,2026-08-21,Streetsboro (Streetsboro),20,Copley (Copley),28,0,,
1,2026-08-21,Strongsville (Strongsville),24,Avon Lake (Avon Lake),22,0,,
1,2026-08-21,Swanton (Swanton),13,North Central (Pioneer),12,0,,
1,2026-08-21,Sycamore (Cincinnati),6,Kings (Kings Mills),34,0,,
1,2026-08-21,Sylvania Southview (Sylvania),35,Sylvania Northview (Sylvania),13,0,,
1,2026-08-21,Symmes Valley (Willow Wood),55,Chesapeake (Chesapeake),13,0,,
1,2026-08-21,Talawanda (Oxford),33,Taylor (Cleves),6,0,,
1,2026-08-21,Tinora (Defiance),0,Liberty Center (Liberty Center),61,0,,
1,2026-08-21,Toronto (Toronto),33,Southern (Salineville),0,0,,
1,2026-08-21,Trimble (Glouster),6,Nelsonville-York (Nelsonville),40,0,,
1,2026-08-21,Trinity (Garfield Heights),20,Malvern (Malvern),24,0,,
1,2026-08-21,Tri-Village (New Madison),21,Bethel (Tipp City),3,0,,
1,2026-08-21,Trotwood-Madison (Trotwood),9,Central Catholic (Toledo),27,0,,
1,2026-08-21,Turpin (Cincinnati),10,Archbishop McNicholas (Cincinnati),31,0,,
1,2026-08-21,Twin Valley South (West Alexandria),0,Troy Christian (Troy),41,0,,
1,2026-08-21,Union Local (Belmont),34,Warren (Vincent),0,0,,
1,2026-08-21,United (Hanoverton),42,Minerva (Minerva),7,0,,
1,2026-08-21,Upper Arlington (Upper Arlington),40,Olentangy (Lewis Center),7,0,,
1,2026-08-21,Upper Sandusky (Upper Sandusky),30,Northmor (Galion),21,0,,
1,2026-08-21,Ursuline (Youngstown),7,St Francis DeSales (Columbus),31,0,,
1,2026-08-21,Valley Forge (Parma Heights),0,North Royalton (North Royalton),33,0,,
1,2026-08-21,Valley View (Germantown),21,Coldwater (Coldwater),37,0,,
1,2026-08-21,Van Buren (Van Buren),23,Fostoria (Fostoria),14,0,,
1,2026-08-21,Vermilion (Vermilion),14,Johnstown (Johnstown),34,0,,
1,2026-08-21,Wadsworth (Wadsworth),28,Cleveland Heights (Cleveland Heights),6,0,,
1,2026-08-21,Walnut Hills (Cincinnati),13,Withrow (Cincinnati),50,0,,
1,2026-08-21,Walnut Ridge (Columbus),0,East (Columbus),14,0,,
1,2026-08-21,Walsh Jesuit (Cuyahoga Falls),34,Highland (Medina),0,0,,
1,2026-08-21,Wapakoneta (Wapakoneta),21,Clay (Oregon),27,0,,
1,2026-08-21,Washington (Washington Court House),20,Mechanicsburg (Mechanicsburg),32,0,,
1,2026-08-21,Waterford (Waterford),36,Vinton County (McArthur),0,0,,
1,2026-08-21,Watkins Memorial (Pataskala),7,Worthington Kilbourne (Columbus),49,0,,
1,2026-08-21,Wauseon (Wauseon),26,Fairview (Sherwood),56,0,,
1,2026-08-21,Waverly (Waverly),14,Miami Trace (Washington Court House),48,0,,
1,2026-08-21,Wayne (Huber Heights),25,Fairfield (Fairfield),35,0,,
1,2026-08-21,Waynedale (Apple Creek),0,Tuscarawas Valley (Zoarville),35,0,,
1,2026-08-21,Wayne Trace (Haviland),0,New Bremen (New Bremen),35,0,,
1,2026-08-21,Wellington (Wellington),7,Western Reserve (Collins),45,0,,
1,2026-08-21,Wellston (Wellston),35,Oak Hill (Oak Hill),6,0,,
1,2026-08-21,West Branch (Beloit),37,St Clairsville (St Clairsville),6,0,,
1,2026-08-21,Western Hills (Cincinnati),14,Corbin (Corbin),38,0,,KY
1,2026-08-21,Western Reserve (Berlin Center),48,Whetstone (Columbus),14,0,,
1,2026-08-21,Westerville Central (Westerville),21,Marion-Franklin (Columbus),0,0,,
1,2026-08-21,Westerville South (Westerville),20,Dublin Jerome (Dublin),13,0,,
1,2026-08-21,West Clermont (Cincinnati),42,Mount Healthy (Cincinnati),12,0,,
1,2026-08-21,West Holmes (Millersburg),14,Triway (Wooster),21,0,,
1,2026-08-21,Westlake (Westlake),14,Midview (Grafton),34,0,,
1,2026-08-21,Westland (Galloway),33,Teays Valley (Ashville),28,0,,
1,2026-08-21,West Liberty-Salem (West Liberty),10,Jonathan Alder (Plain City),41,0,,
1,2026-08-21,Wickliffe (Wickliffe),41,Bradford (Bradford),7,0,,
1,2026-08-21,Wilmington (Wilmington),20,Northwest (Cincinnati),21,0,,
1,2026-08-21,Woodridge (Peninsula),25,Revere (Richfield),14,0,,
1,2026-08-21,Worthington Christian (Worthington),30,Grove City Christian (Grove City),3,0,,
1,2026-08-21,Wynford (Bucyrus),34,Cardington-Lincoln (Cardington),20,0,,
1,2026-08-21,KIPP Columbus (Columbus),21,Beechcroft (Columbus),27,0,,
1,2026-08-21,Ashland Blazer (Ashland),28,Raceland (Raceland),21,0,KY,KY
1,2026-08-21,Berea,0,Jackson County,46,0,KY,KY
1,2026-08-21,Christian Academy-Louisville (Louisville),41,Pikeville (Pikeville),0,0,KY,KY
